PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,TEAM,SEASON,TEAM_ID
Nia Coffey,13,20.6,5.2,1.9,4.7,41.0,1.0,2.3,43.3,0.4,0.5,71.4,0.2,3.3,3.5,1.8,0.8,0.5,1.4,2.1,-2.2,Atlanta Dream,2004,1611661330
Rhyne Howard,13,31.7,16.6,5.3,13.8,38.3,2.3,6.3,36.6,3.7,4.8,76.2,1.1,3.7,4.8,2.9,1.8,0.8,0.4,2.8,-4.2,Atlanta Dream,2004,1611661330
Taylor Mikesell,5,5.4,3.4,1.0,2.0,50.0,0.6,1.4,42.9,0.8,0.8,100.0,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.0,-1.2,Atlanta Dream,2004,1611661330
Aari McDonald,5,28.7,6.0,2.0,7.6,26.3,1.2,4.0,30.0,0.8,1.6,50.0,0.0,2.4,2.4,3.8,2.0,0.2,0.0,2.2,0.8,Atlanta Dream,2005,1611661330
Allisha Gray,13,32.4,17.7,5.9,12.5,47.2,0.9,2.7,34.3,4.9,5.8,84.2,1.3,4.0,5.3,2.8,2.2,0.9,0.2,2.5,-5.7,Atlanta Dream,2005,1611661330
Asia (AD) Durr,13,14.8,6.9,2.5,7.2,35.5,0.7,2.6,26.5,1.2,1.5,78.9,0.2,1.1,1.3,1.2,0.8,0.3,0.2,1.1,-1.0,Atlanta Dream,2005,1611661330
Cheyenne Parker,13,27.2,16.1,6.2,12.5,50.0,0.5,1.5,30.0,3.2,3.5,89.1,2.9,4.4,7.3,1.5,3.0,1.6,1.3,2.5,-2.2,Atlanta Dream,2005,1611661330
Danielle Robinson,5,14.4,5.4,2.2,4.6,47.8,0.6,1.0,60.0,0.4,0.8,50.0,0.2,1.2,1.4,2.6,1.6,0.4,0.0,3.0,-7.2,Atlanta Dream,2005,1611661330
Haley Jones,13,21.9,5.0,1.9,5.7,33.8,0.3,1.0,30.8,0.8,1.2,73.3,0.2,3.1,3.3,3.5,2.5,0.7,0.5,2.5,-1.0,Atlanta Dream,2005,1611661330
Laeticia Amihere,7,7.8,3.7,1.0,2.1,46.7,0.0,0.1,0.0,1.7,3.1,54.5,0.3,1.0,1.3,0.4,0.9,0.3,1.0,0.9,-0.7,Atlanta Dream,2005,1611661330
Lorela Cubaj,3,6.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.3,0.0,0.3,1.3,4.0,Atlanta Dream,2005,1611661330
Monique Billings,12,14.7,4.4,1.4,3.6,39.5,0.0,0.1,0.0,1.6,1.8,90.5,1.4,3.0,4.4,0.6,1.0,0.3,0.4,2.0,-4.2,Atlanta Dream,2005,1611661330
Naz Hillmon,13,15.5,4.9,1.8,3.2,54.8,0.0,0.1,0.0,1.4,1.5,90.0,1.2,2.3,3.5,1.0,1.6,0.3,0.2,1.8,-6.0,Atlanta Dream,2005,1611661330
Nia Coffey,13,20.6,5.2,1.9,4.7,41.0,1.0,2.3,43.3,0.4,0.5,71.4,0.2,3.3,3.5,1.8,0.8,0.5,1.4,2.1,-2.2,Atlanta Dream,2005,1611661330
Rhyne Howard,13,31.7,16.6,5.3,13.8,38.3,2.3,6.3,36.6,3.7,4.8,76.2,1.1,3.7,4.8,2.9,1.8,0.8,0.4,2.8,-4.2,Atlanta Dream,2005,1611661330
Taylor Mikesell,5,5.4,3.4,1.0,2.0,50.0,0.6,1.4,42.9,0.8,0.8,100.0,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.0,-1.2,Atlanta Dream,2005,1611661330
Aari McDonald,5,28.7,6.0,2.0,7.6,26.3,1.2,4.0,30.0,0.8,1.6,50.0,0.0,2.4,2.4,3.8,2.0,0.2,0.0,2.2,0.8,Atlanta Dream,2006,1611661330
Allisha Gray,13,32.4,17.7,5.9,12.5,47.2,0.9,2.7,34.3,4.9,5.8,84.2,1.3,4.0,5.3,2.8,2.2,0.9,0.2,2.5,-5.7,Atlanta Dream,2006,1611661330
Asia (AD) Durr,13,14.8,6.9,2.5,7.2,35.5,0.7,2.6,26.5,1.2,1.5,78.9,0.2,1.1,1.3,1.2,0.8,0.3,0.2,1.1,-1.0,Atlanta Dream,2006,1611661330
Cheyenne Parker,13,27.2,16.1,6.2,12.5,50.0,0.5,1.5,30.0,3.2,3.5,89.1,2.9,4.4,7.3,1.5,3.0,1.6,1.3,2.5,-2.2,Atlanta Dream,2006,1611661330
Danielle Robinson,5,14.4,5.4,2.2,4.6,47.8,0.6,1.0,60.0,0.4,0.8,50.0,0.2,1.2,1.4,2.6,1.6,0.4,0.0,3.0,-7.2,Atlanta Dream,2006,1611661330
Haley Jones,13,21.9,5.0,1.9,5.7,33.8,0.3,1.0,30.8,0.8,1.2,73.3,0.2,3.1,3.3,3.5,2.5,0.7,0.5,2.5,-1.0,Atlanta Dream,2006,1611661330
Laeticia Amihere,7,7.8,3.7,1.0,2.1,46.7,0.0,0.1,0.0,1.7,3.1,54.5,0.3,1.0,1.3,0.4,0.9,0.3,1.0,0.9,-0.7,Atlanta Dream,2006,1611661330
Lorela Cubaj,3,6.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.3,0.0,0.3,1.3,4.0,Atlanta Dream,2006,1611661330
Monique Billings,12,14.7,4.4,1.4,3.6,39.5,0.0,0.1,0.0,1.6,1.8,90.5,1.4,3.0,4.4,0.6,1.0,0.3,0.4,2.0,-4.2,Atlanta Dream,2006,1611661330
Naz Hillmon,13,15.5,4.9,1.8,3.2,54.8,0.0,0.1,0.0,1.4,1.5,90.0,1.2,2.3,3.5,1.0,1.6,0.3,0.2,1.8,-6.0,Atlanta Dream,2006,1611661330
Nia Coffey,13,20.6,5.2,1.9,4.7,41.0,1.0,2.3,43.3,0.4,0.5,71.4,0.2,3.3,3.5,1.8,0.8,0.5,1.4,2.1,-2.2,Atlanta Dream,2006,1611661330
Rhyne Howard,13,31.7,16.6,5.3,13.8,38.3,2.3,6.3,36.6,3.7,4.8,76.2,1.1,3.7,4.8,2.9,1.8,0.8,0.4,2.8,-4.2,Atlanta Dream,2006,1611661330
Taylor Mikesell,5,5.4,3.4,1.0,2.0,50.0,0.6,1.4,42.9,0.8,0.8,100.0,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.0,-1.2,Atlanta Dream,2006,1611661330
Aari McDonald,5,28.7,6.0,2.0,7.6,26.3,1.2,4.0,30.0,0.8,1.6,50.0,0.0,2.4,2.4,3.8,2.0,0.2,0.0,2.2,0.8,Atlanta Dream,2007,1611661330
Allisha Gray,13,32.4,17.7,5.9,12.5,47.2,0.9,2.7,34.3,4.9,5.8,84.2,1.3,4.0,5.3,2.8,2.2,0.9,0.2,2.5,-5.7,Atlanta Dream,2007,1611661330
Asia (AD) Durr,13,14.8,6.9,2.5,7.2,35.5,0.7,2.6,26.5,1.2,1.5,78.9,0.2,1.1,1.3,1.2,0.8,0.3,0.2,1.1,-1.0,Atlanta Dream,2007,1611661330
Cheyenne Parker,13,27.2,16.1,6.2,12.5,50.0,0.5,1.5,30.0,3.2,3.5,89.1,2.9,4.4,7.3,1.5,3.0,1.6,1.3,2.5,-2.2,Atlanta Dream,2007,1611661330
Danielle Robinson,5,14.4,5.4,2.2,4.6,47.8,0.6,1.0,60.0,0.4,0.8,50.0,0.2,1.2,1.4,2.6,1.6,0.4,0.0,3.0,-7.2,Atlanta Dream,2007,1611661330
Haley Jones,13,21.9,5.0,1.9,5.7,33.8,0.3,1.0,30.8,0.8,1.2,73.3,0.2,3.1,3.3,3.5,2.5,0.7,0.5,2.5,-1.0,Atlanta Dream,2007,1611661330
Laeticia Amihere,7,7.8,3.7,1.0,2.1,46.7,0.0,0.1,0.0,1.7,3.1,54.5,0.3,1.0,1.3,0.4,0.9,0.3,1.0,0.9,-0.7,Atlanta Dream,2007,1611661330
Lorela Cubaj,3,6.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.3,0.0,0.3,1.3,4.0,Atlanta Dream,2007,1611661330
Monique Billings,12,14.7,4.4,1.4,3.6,39.5,0.0,0.1,0.0,1.6,1.8,90.5,1.4,3.0,4.4,0.6,1.0,0.3,0.4,2.0,-4.2,Atlanta Dream,2007,1611661330
Naz Hillmon,13,15.5,4.9,1.8,3.2,54.8,0.0,0.1,0.0,1.4,1.5,90.0,1.2,2.3,3.5,1.0,1.6,0.3,0.2,1.8,-6.0,Atlanta Dream,2007,1611661330
Nia Coffey,13,20.6,5.2,1.9,4.7,41.0,1.0,2.3,43.3,0.4,0.5,71.4,0.2,3.3,3.5,1.8,0.8,0.5,1.4,2.1,-2.2,Atlanta Dream,2007,1611661330
Rhyne Howard,13,31.7,16.6,5.3,13.8,38.3,2.3,6.3,36.6,3.7,4.8,76.2,1.1,3.7,4.8,2.9,1.8,0.8,0.4,2.8,-4.2,Atlanta Dream,2007,1611661330
Taylor Mikesell,5,5.4,3.4,1.0,2.0,50.0,0.6,1.4,42.9,0.8,0.8,100.0,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.0,-1.2,Atlanta Dream,2007,1611661330
Alison Bales,17,22.9,4.8,1.8,4.4,40.5,0.1,0.2,33.3,1.2,1.8,67.7,1.2,4.8,6.0,0.6,0.6,0.9,1.7,2.2,-5.3,Atlanta Dream,2008,1611661330
Ann Strother,21,7.6,1.9,0.6,1.6,35.3,0.3,0.9,36.8,0.4,0.6,66.7,0.2,0.4,0.6,0.3,0.1,0.2,0.1,0.8,-0.3,Atlanta Dream,2008,1611661330
Betty Lennox,34,29.7,17.5,6.1,14.7,41.5,1.9,5.2,35.8,3.5,4.1,85.5,1.1,3.1,4.2,2.4,3.4,1.3,0.1,2.7,-8.2,Atlanta Dream,2008,1611661330
Camille Little,13,17.0,4.8,1.6,3.8,42.0,0.3,0.8,40.0,1.2,2.1,59.3,1.4,1.7,3.1,0.7,1.4,0.8,0.5,2.6,-4.8,Atlanta Dream,2008,1611661330
Chioma Nnamaka,12,7.0,1.3,0.5,2.2,23.1,0.2,0.9,18.2,0.2,0.3,66.7,0.5,0.5,1.0,0.2,0.3,0.4,0.0,0.9,-3.3,Atlanta Dream,2008,1611661330
Erika de Souza,12,23.1,9.3,4.0,6.8,58.5,0.0,0.0,0.0,1.3,2.2,61.5,3.3,3.3,6.6,0.7,1.7,1.4,1.8,4.0,-5.8,Atlanta Dream,2008,1611661330
Ivory Latta,34,28.2,11.4,3.6,10.1,36.2,1.6,4.7,34.4,2.5,3.1,80.2,0.4,1.7,2.1,3.6,1.8,1.3,0.0,2.4,-8.5,Atlanta Dream,2008,1611661330
Iziane Castro Marques,29,23.1,9.3,3.3,9.4,35.3,1.0,3.2,30.9,1.7,2.0,81.4,0.3,1.9,2.2,1.8,2.0,0.9,0.2,1.3,-5.6,Atlanta Dream,2008,1611661330
Jennifer Lacy,33,18.3,5.7,2.2,5.8,38.9,0.1,0.6,19.0,1.1,1.7,67.3,1.1,1.6,2.7,0.8,1.1,0.5,0.2,2.9,-5.4,Atlanta Dream,2008,1611661330
Kasha Terry,20,13.7,4.6,1.8,3.8,47.4,0.0,0.0,0.0,1.0,1.7,60.6,1.4,1.9,3.2,0.5,1.9,0.5,0.6,2.6,-3.9,Atlanta Dream,2008,1611661330
Katie Mattera,33,14.0,6.7,2.3,4.4,53.5,0.0,0.0,0.0,2.0,2.7,75.0,1.3,2.6,3.9,0.3,1.8,0.1,0.8,2.8,-0.9,Atlanta Dream,2008,1611661330
Kristen Mann,13,17.2,3.5,1.4,3.4,40.9,0.3,0.6,50.0,0.4,0.4,100.0,0.7,0.8,1.5,1.1,1.1,0.6,0.3,1.8,-6.2,Atlanta Dream,2008,1611661330
Kristin Haynie,33,14.7,2.8,0.9,2.9,31.6,0.3,1.0,31.3,0.7,1.0,75.0,0.5,1.2,1.7,2.5,1.4,0.9,0.1,1.2,-2.7,Atlanta Dream,2008,1611661330
Stacey Lovelace,15,17.2,6.1,2.4,5.9,40.4,0.7,1.6,41.7,0.6,0.9,69.2,1.3,2.3,3.6,1.0,1.2,1.1,0.7,2.3,-5.5,Atlanta Dream,2008,1611661330
Tamera Young,33,22.6,7.3,2.4,7.3,33.3,0.4,1.2,32.5,2.0,2.9,69.1,1.3,2.9,4.2,1.2,1.8,0.9,0.3,2.9,-5.6,Atlanta Dream,2008,1611661330
Angel McCoughtry,34,21.6,12.8,4.7,9.9,47.6,0.4,1.5,29.4,2.9,4.0,74.1,1.0,2.1,3.1,2.1,2.1,2.2,0.4,2.7,1.6,Atlanta Dream,2009,1611661330
Armintie Herrington,11,9.0,1.5,0.5,1.3,35.7,0.0,0.0,0.0,0.5,0.9,60.0,0.6,0.8,1.5,0.4,0.8,0.3,0.2,1.1,-2.3,Atlanta Dream,2009,1611661330
Chamique Holdsclaw,25,28.3,13.9,5.3,12.8,41.4,0.2,1.2,20.0,3.1,3.7,83.9,1.2,3.2,4.4,2.2,3.0,1.4,0.3,2.4,2.2,Atlanta Dream,2009,1611661330
Coco Miller,34,12.0,3.9,1.5,3.6,41.0,0.2,0.8,29.6,0.7,0.8,88.5,0.6,0.9,1.5,1.0,0.9,0.4,0.1,1.1,-2.5,Atlanta Dream,2009,1611661330
Erika de Souza,34,27.3,11.8,5.0,9.5,52.8,0.0,0.0,0.0,1.8,2.8,65.3,3.5,5.6,9.1,1.1,2.1,0.9,1.3,3.4,2.6,Atlanta Dream,2009,1611661330
Ivory Latta,24,14.6,6.1,1.9,4.6,40.9,0.8,2.1,36.0,1.6,1.9,82.6,0.1,0.5,0.7,1.4,1.1,0.5,0.0,1.3,1.5,Atlanta Dream,2009,1611661330
Iziane Castro Marques,34,26.9,14.4,5.4,13.1,41.3,1.4,4.2,34.5,2.1,2.7,78.0,0.6,1.6,2.2,2.0,2.4,1.1,0.1,2.2,3.9,Atlanta Dream,2009,1611661330
Jennifer Lacy,32,11.3,3.0,1.1,3.3,32.7,0.1,0.6,21.1,0.7,1.0,66.7,1.0,1.2,2.2,0.3,0.8,0.3,0.2,1.8,-1.9,Atlanta Dream,2009,1611661330
Michelle Snow,34,14.8,5.4,2.0,4.1,47.9,0.0,0.1,0.0,1.5,2.0,76.1,1.2,3.1,4.3,0.5,1.1,0.4,0.5,2.1,-1.1,Atlanta Dream,2009,1611661330
Nikki Teasley,10,23.4,3.9,1.2,3.0,40.0,0.7,1.7,41.2,0.8,1.0,80.0,0.2,1.5,1.7,3.5,1.2,0.9,0.1,2.8,-3.3,Atlanta Dream,2009,1611661330
Sancho Lyttle,34,27.4,13.0,5.4,10.7,50.7,0.0,0.0,0.0,2.2,3.0,74.3,2.1,5.4,7.5,1.5,1.9,2.0,0.6,3.1,4.0,Atlanta Dream,2009,1611661330
Shalee Lehning,34,20.8,3.0,1.1,2.7,38.7,0.2,0.9,20.0,0.7,0.9,77.4,0.6,1.8,2.3,3.7,1.6,0.5,0.1,1.3,1.3,Atlanta Dream,2009,1611661330
Tamera Young,11,6.6,2.7,0.8,2.5,33.3,0.1,0.5,20.0,1.0,1.5,64.7,0.5,0.7,1.3,0.5,0.8,0.5,0.1,0.8,1.6,Atlanta Dream,2009,1611661330
Alison Bales,34,15.6,3.9,1.2,2.9,43.3,0.1,0.4,41.7,1.3,1.6,79.6,0.9,2.8,3.8,0.8,0.7,0.7,1.1,1.8,3.9,Atlanta Dream,2010,1611661330
Angel McCoughtry,34,30.7,21.1,7.2,17.7,40.8,1.0,3.7,26.2,5.6,7.0,80.3,1.9,3.1,4.9,3.1,3.2,1.9,0.6,3.1,0.9,Atlanta Dream,2010,1611661330
Armintie Herrington,34,16.5,4.9,1.6,4.0,38.7,0.0,0.1,0.0,1.8,3.0,59.4,1.2,1.8,3.0,1.8,1.1,0.9,0.1,1.5,1.9,Atlanta Dream,2010,1611661330
Brittainey Raven,23,5.4,1.5,0.5,2.0,24.4,0.2,0.8,27.8,0.3,0.3,87.5,0.5,0.4,0.9,0.4,0.4,0.2,0.0,0.5,0.0,Atlanta Dream,2010,1611661330
Coco Miller,27,7.3,3.1,1.3,3.1,40.0,0.2,1.0,19.2,0.4,0.5,85.7,0.2,0.3,0.6,0.8,0.7,0.2,0.0,1.0,0.3,Atlanta Dream,2010,1611661330
Erika de Souza,34,25.7,12.4,5.6,9.8,57.1,0.0,0.0,0.0,1.2,2.2,54.7,2.8,5.5,8.3,0.9,1.8,0.8,1.2,3.2,0.5,Atlanta Dream,2010,1611661330
Iziane Castro Marques,34,29.0,16.9,6.5,14.6,44.4,1.4,4.6,29.5,2.6,4.0,65.9,0.4,1.3,1.7,2.6,2.8,0.8,0.1,2.1,1.6,Atlanta Dream,2010,1611661330
Kelly Miller,30,16.4,3.6,1.0,3.6,29.0,0.8,2.3,32.9,0.7,0.8,88.0,0.4,1.5,1.9,2.6,1.2,0.8,0.1,1.6,0.5,Atlanta Dream,2010,1611661330
Sancho Lyttle,32,29.1,12.8,5.1,10.5,48.4,0.0,0.0,0.0,2.7,3.8,72.5,3.2,6.7,9.9,2.2,2.0,1.7,0.6,3.0,0.6,Atlanta Dream,2010,1611661330
Shalee Lehning,33,23.5,3.7,1.5,3.2,45.3,0.4,1.1,36.1,0.4,0.9,46.7,0.8,1.8,2.7,4.8,1.8,0.8,0.2,2.1,2.0,Atlanta Dream,2010,1611661330
Yelena Leuchanka,32,10.6,4.2,1.6,3.3,47.6,0.0,0.2,20.0,1.0,1.3,74.4,0.9,1.7,2.6,0.4,1.4,0.5,0.3,1.7,-0.6,Atlanta Dream,2010,1611661330
Alison Bales,34,20.2,5.0,2.1,4.2,48.6,0.2,0.5,35.3,0.7,0.9,75.0,1.0,3.7,4.7,1.2,0.5,0.4,1.6,1.6,1.4,Atlanta Dream,2011,1611661330
Angel McCoughtry,33,27.9,21.6,7.1,16.8,42.4,0.6,2.2,26.4,6.8,8.7,77.7,1.6,3.6,5.2,2.5,3.2,2.2,1.0,3.0,3.2,Atlanta Dream,2011,1611661330
Armintie Herrington,34,23.4,8.5,3.2,6.1,51.9,0.0,0.1,0.0,2.1,3.5,60.8,1.5,1.5,3.0,2.8,1.4,1.5,0.1,1.8,3.6,Atlanta Dream,2011,1611661330
Coco Miller,31,17.4,7.3,3.1,7.2,43.2,0.5,1.5,33.3,0.6,1.2,54.1,0.7,1.2,1.9,1.4,1.0,0.6,0.0,2.1,-2.5,Atlanta Dream,2011,1611661330
Courtney Paris,28,9.6,3.4,1.4,2.8,51.9,0.0,0.0,0.0,0.6,1.1,51.6,1.4,1.8,3.1,0.4,0.3,0.3,0.4,1.6,-0.7,Atlanta Dream,2011,1611661330
Erika de Souza,32,27.4,11.8,5.3,10.7,49.9,0.0,0.0,0.0,1.1,1.7,65.5,2.6,4.9,7.5,1.0,1.8,1.2,1.3,2.9,0.8,Atlanta Dream,2011,1611661330
Iziane Castro Marques,34,19.8,7.6,2.9,8.1,36.0,0.5,2.4,21.3,1.3,2.1,62.0,0.4,1.3,1.7,1.7,1.6,0.4,0.1,1.1,-1.8,Atlanta Dream,2011,1611661330
Kelly Mazzante,6,5.6,0.5,0.2,2.0,8.3,0.2,2.0,8.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.2,0.2,0.0,0.3,2.8,Atlanta Dream,2011,1611661330
Lindsey Harding,34,30.5,10.5,4.1,9.1,45.5,0.3,1.0,30.3,1.9,2.6,73.3,0.5,2.7,3.2,4.8,2.4,1.0,0.2,1.8,2.5,Atlanta Dream,2011,1611661330
Sancho Lyttle,22,26.2,10.0,4.1,9.1,44.8,0.1,0.3,28.6,1.8,2.5,70.9,1.9,4.4,6.3,2.1,2.0,2.4,0.5,2.1,3.6,Atlanta Dream,2011,1611661330
Sandora Irvin,30,8.3,1.8,0.7,2.0,33.9,0.0,0.2,0.0,0.5,0.7,70.0,1.1,1.5,2.5,0.5,0.5,0.2,0.5,1.6,-0.3,Atlanta Dream,2011,1611661330
Shalee Lehning,18,12.1,2.1,0.7,1.5,48.1,0.2,0.5,44.4,0.4,0.7,61.5,0.2,1.1,1.3,2.3,1.5,0.4,0.1,1.3,-1.2,Atlanta Dream,2011,1611661330
Aneika Morello,34,18.0,4.8,1.9,4.1,46.8,0.0,0.0,0.0,0.9,1.2,76.2,1.6,2.6,4.1,0.4,0.8,0.5,0.9,2.1,0.6,Atlanta Dream,2012,1611661330
Angel McCoughtry,24,29.9,21.4,7.4,16.5,44.7,1.2,3.5,33.7,5.5,6.9,80.0,2.1,2.9,5.0,2.9,4.0,2.5,1.1,2.3,5.0,Atlanta Dream,2012,1611661330
Armintie Herrington,34,26.6,8.4,3.2,6.2,50.9,0.0,0.1,0.0,2.1,3.5,60.2,1.9,1.8,3.7,2.5,1.7,1.1,0.3,2.2,1.7,Atlanta Dream,2012,1611661330
Cathrine Kraayeveld,33,15.4,4.6,1.7,4.0,42.1,1.1,2.6,40.2,0.2,0.5,33.3,0.5,2.3,2.8,0.8,0.8,0.4,0.5,1.0,2.3,Atlanta Dream,2012,1611661330
Courtney Paris,4,7.3,1.5,0.8,1.5,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.3,2.0,0.0,0.3,0.5,0.5,1.3,-4.3,Atlanta Dream,2012,1611661330
Erika de Souza,15,29.9,11.6,5.3,10.1,52.3,0.0,0.0,0.0,1.1,1.5,69.6,3.2,5.0,8.2,1.6,2.1,1.3,1.5,3.0,2.5,Atlanta Dream,2012,1611661330
Jessica Moore,8,5.4,1.9,0.8,1.1,66.7,0.0,0.0,0.0,0.4,0.5,75.0,0.6,0.6,1.3,0.0,0.8,0.0,0.0,1.0,-3.5,Atlanta Dream,2012,1611661330
Ketia Swanier,34,11.4,2.2,0.8,2.4,31.7,0.1,0.9,16.7,0.6,0.8,73.1,0.1,1.2,1.4,1.9,1.2,0.4,0.0,0.7,-0.8,Atlanta Dream,2012,1611661330
Laurie Koehn,23,4.9,1.8,0.6,1.8,34.1,0.6,1.7,33.3,0.0,0.0,0.0,0.1,0.3,0.4,0.1,0.3,0.1,0.0,0.2,-2.7,Atlanta Dream,2012,1611661330
Lindsey Harding,34,30.6,12.3,4.6,10.9,42.5,0.4,1.7,24.1,2.6,3.2,81.8,0.5,2.3,2.8,4.5,2.1,1.4,0.2,1.4,3.5,Atlanta Dream,2012,1611661330
Sancho Lyttle,34,31.6,14.0,5.9,14.2,41.2,0.8,3.2,25.5,1.5,1.9,75.8,1.4,6.2,7.6,2.5,2.6,2.4,0.7,2.9,3.1,Atlanta Dream,2012,1611661330
Tiffany Hayes,34,23.1,8.6,2.6,6.8,39.0,0.6,2.3,27.3,2.7,3.4,78.6,0.7,2.4,3.1,2.1,1.5,0.8,0.4,2.6,1.8,Atlanta Dream,2012,1611661330
Yelena Leuchanka,19,13.7,3.1,1.3,3.3,38.1,0.0,0.1,0.0,0.5,0.7,71.4,0.8,1.9,2.7,0.6,1.5,0.5,0.5,1.8,0.7,Atlanta Dream,2012,1611661330
Alex Bentley,34,22.1,8.3,3.3,8.4,39.8,0.8,2.5,32.9,0.8,1.1,71.1,0.3,1.1,1.4,2.8,1.1,1.0,0.1,2.3,0.3,Atlanta Dream,2013,1611661330
Aneika Morello,34,12.8,3.9,1.6,3.5,45.0,0.0,0.0,0.0,0.8,1.0,76.5,1.3,2.6,3.9,0.5,0.8,0.3,0.5,1.2,0.0,Atlanta Dream,2013,1611661330
Angel McCoughtry,33,31.4,21.5,7.5,18.1,41.3,0.7,3.4,20.4,5.9,7.2,82.4,1.8,3.6,5.3,4.4,4.1,2.7,0.7,2.7,4.5,Atlanta Dream,2013,1611661330
Anne Marie Armstrong,9,2.8,0.7,0.2,0.4,50.0,0.2,0.4,50.0,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.1,0.1,0.0,0.2,-1.1,Atlanta Dream,2013,1611661330
Armintie Herrington,28,29.9,7.0,2.8,6.0,46.7,0.0,0.0,0.0,1.4,2.4,59.1,1.5,1.9,3.4,2.4,1.9,2.3,0.1,2.0,2.2,Atlanta Dream,2013,1611661330
Courtney Clements,26,9.4,2.2,0.8,3.8,20.2,0.3,1.5,23.1,0.3,0.5,75.0,0.4,0.5,0.9,0.3,0.3,0.2,0.1,1.0,-3.4,Atlanta Dream,2013,1611661330
Erika de Souza,34,29.9,12.9,5.5,9.9,55.3,0.0,0.0,0.0,1.9,2.7,67.7,2.6,7.3,9.9,1.3,1.6,1.3,1.8,2.6,1.5,Atlanta Dream,2013,1611661330
Jasmine Thomas,34,27.5,8.5,3.5,9.8,35.9,0.5,2.2,21.6,0.9,1.4,69.6,0.7,2.3,3.0,3.1,2.1,0.9,0.3,1.9,0.4,Atlanta Dream,2013,1611661330
Le'coe Willingham,34,22.2,4.1,1.6,3.9,42.4,0.4,1.4,30.4,0.4,0.6,71.4,1.3,2.9,4.2,0.8,1.2,0.8,0.3,2.4,-3.2,Atlanta Dream,2013,1611661330
Ruth Riley,16,7.6,1.1,0.4,1.2,31.6,0.1,0.3,40.0,0.3,0.4,66.7,0.2,0.6,0.8,0.2,0.5,0.2,0.3,1.6,0.4,Atlanta Dream,2013,1611661330
Sancho Lyttle,6,30.0,14.3,6.2,11.7,52.9,0.3,0.8,40.0,1.7,2.5,66.7,2.3,6.2,8.5,2.5,2.2,2.3,1.3,2.8,9.3,Atlanta Dream,2013,1611661330
Tiffany Hayes,23,22.3,11.3,3.5,8.6,40.6,1.0,2.7,37.7,3.3,4.4,74.5,0.9,2.9,3.7,1.7,1.7,1.2,0.1,2.3,5.1,Atlanta Dream,2013,1611661330
Amanda Thompson,21,8.3,1.7,0.6,1.7,36.1,0.0,0.0,0.0,0.5,0.6,83.3,1.0,1.2,2.1,0.5,0.6,0.2,0.5,1.2,-1.9,Atlanta Dream,2014,1611661330
Aneika Morello,34,12.8,4.5,1.9,3.2,58.2,0.0,0.0,0.0,0.7,1.1,67.6,1.4,2.0,3.4,0.3,0.9,0.2,0.7,1.7,-1.8,Atlanta Dream,2014,1611661330
Angel McCoughtry,31,31.3,18.5,6.6,15.8,42.0,1.0,3.4,29.5,4.2,5.2,80.9,1.7,3.5,5.2,3.6,3.7,2.4,0.4,3.0,3.8,Atlanta Dream,2014,1611661330
Celine Dumerc,28,18.8,3.3,1.0,3.4,29.5,0.4,1.9,23.1,0.9,1.3,69.4,0.6,1.4,2.0,4.0,2.1,1.1,0.1,1.9,2.0,Atlanta Dream,2014,1611661330
DeLisha Milton-Jones,2,11.3,4.5,1.0,3.5,28.6,0.5,1.0,50.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,1.5,0.5,1.5,1.5,2.0,Atlanta Dream,2014,1611661330
Erika de Souza,33,29.9,13.8,5.8,10.7,54.5,0.0,0.0,0.0,2.2,3.1,70.6,2.9,5.7,8.7,1.2,1.8,1.1,1.5,2.8,4.2,Atlanta Dream,2014,1611661330
Inga Orekhova,2,6.9,0.0,0.0,2.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,3.5,Atlanta Dream,2014,1611661330
Jasmine Thomas,34,17.5,4.8,1.8,5.6,32.3,0.4,1.4,25.5,0.9,1.2,71.4,0.5,1.5,2.1,1.6,1.1,0.5,0.1,1.4,-0.6,Atlanta Dream,2014,1611661330
Matee Ajavon,24,9.2,2.2,0.6,2.3,27.8,0.0,0.4,11.1,0.9,1.2,72.4,0.4,0.3,0.8,0.7,0.9,0.5,0.0,1.2,-2.9,Atlanta Dream,2014,1611661330
